company	current_location	ssn	name	mail	user_id	residence	username	birthdate	address	registration	blood_group	station_ID
株式会社鈴木情報	(Decimal('14.581505'), Decimal('172.191582'))	193-80-2187	石川 稔	minorutakahashi@hotmail.com	158		hidekiyamamoto	1924-11-07	愛媛県南房総市今戸15丁目11番18号	2023/05/24	B+	168
Novais S.A.	(Decimal('8.9663255'), Decimal('-148.139054'))	24913687069	Murilo Lopes	pda-cunha@uol.com.br	1762		maria-sophiapeixoto		"Morro João Gabriel Pastor, 84
União
71192-714 Farias / MS"	2020-09-06	B+	367
Mude	(Decimal('-4.324936'), Decimal('45.636517'))	898-32-8150	Olav Barkholz-Jäkel	claasfoerster@aol.de	2084		osmankrause		"Lara-Linke-Allee 6833
63281 Naila"	07/26/2024, 00:00:00	B-	652
da Luz	(Decimal('-39.2537985'), Decimal('-170.021952'))	16803249506	Ravy Guerra	nunesluiz-felipe@ig.com.br	425		ferreiraisadora			05 Feb 2025	A-	483
Santana-Turner	(Decimal('-16.0991795'), Decimal('-136.967482'))	759-29-1804	Cindy Hernandez	donnarussell@yahoo.com	1489		shellymcgrath		"05541 Andrea Pines Suite 386
Jordanstad, NC 04254"	2020-09-17	AB-	307
Falier, Filogamo e Foletti s.r.l.	(Decimal('-43.5244175'), Decimal('-124.355520'))	TGNRSN67D27M292F	Bruno Venditti-Tiepolo	scavalcanti@gmail.com	1549		pvitturi		"Stretto Marangoni, 10
22023, Castiglione D'Intelvi (CO)"	2019/04/24	A+	311
Plath Gröttner AG & Co. KGaA	(Decimal('34.090639'), Decimal('-91.992794'))	718-19-2774	Beata Zirme-Peukert	alexeietzold@aol.de	1668		friedlinde94	1997-10-28	"Kargestraße 1/7
68683 Torgau"	05/28/2022, 00:00:00	A+	674
Faust Kroker GmbH	(Decimal('-43.6534735'), Decimal('-3.766418'))	540-10-8112	Nuri Dörschner	gunarmeyer@googlemail.com	574		adelgundeklingelhoefer		"Kuno-Schäfer-Ring 13/33
87271 Saulgau"	05 May 2024	O+	498
合同会社西村ガス	(Decimal('-77.5593335'), Decimal('160.582353'))	511-27-4683	中村 真綾	fsuzuki@yahoo.com	1937		reiyamamoto	1984-01-15		2024/01/17	AB-	246
Williams, Burton and Meyer	(Decimal('-0.090244'), Decimal('32.561847'))	127-21-7371	Greg Rogers	benjamin60@hotmail.com	1267		dballard		"32829 Robbins Rest
Lake Jennifer, NH 85858"	2023/04/13	B-	23
Corradi, Giradello e Antonello SPA	(Decimal('-45.146064'), Decimal('131.298349'))	PDRLGN48S15G071G	Marcella Schiavo	dnibali@fastwebnet.it	808		zaira92		"Rotonda Gianetti, 7 Appartamento 7
96013, Carlentini (SR)"	2019-09-13	A-	216
Garzoni-Donarelli SPA	(Decimal('-80.414448'), Decimal('4.738649'))	BTNSTL02H08M162O	Tiziano Panatta	pietroolivetti@tin.it	240		ugo17	1947-09-23	"Stretto Giradello, 6
53014, Lucignano D'Arbia (SI)"	19 Jul 2019	A+	493
Rogge Juncken Stiftung & Co. KG	(Decimal('-84.4967575'), Decimal('164.548290'))	086-42-6439	Ing. Gabriele Hartung	muellerheino@web.de	468		pkarz	1933-05-05	"Erdal-Hauffer-Allee 84
37073 Arnstadt"	2023/03/20	O+	223
da Cunha S/A	(Decimal('-59.8002365'), Decimal('-65.673898'))	04859731620	Sr. Arthur Pereira	joao-gabriel08@yahoo.com.br	430		dantepires		"Morro Juan Barros, 50
Vila Inestan
83880-800 Rezende / RJ"	2023/03/13	O+	251
Ribeiro	(Decimal('-89.650705'), Decimal('108.551384'))	52493061799	Cecilia Siqueira	aylla97@bol.com.br	287		ada-cruz		"Núcleo de Pastor, 5
Cachoeirinha
57505-800 Abreu / GO"	2022/05/06	A+	305
Moura e Filhos	(Decimal('76.6709535'), Decimal('-15.394717'))	46903851739	Olivia Ferreira	noah88@yahoo.com.br	1382		fbarros		"Favela Cecilia Correia, 3
Camponesa 1ª Seção
76154059 Camargo / PI"	2024/05/21	B-	172
Marques - ME	(Decimal('-7.630007'), Decimal('19.126693'))	16250483942	Maitê Lima	tvieira@gmail.com	1707		maite36	1966-01-29	"Quadra de Correia, 2
Novo Glória
13427799 Ferreira do Sul / SE"	08/18/2022, 00:00:00	AB-	624
株式会社山田農林	(Decimal('12.892641'), Decimal('157.659428'))	687-07-2326	岡田 浩	hidekisuzuki@yahoo.com	1779		kaori08	1955-11-02	沖縄県江戸川区三筋3丁目18番16号 パーク隼町709	2021/08/04	AB+	452
小林ガス株式会社	(Decimal('42.279879'), Decimal('-153.514711'))	809-80-9590	田中 結衣	ctanaka@gmail.com	1093		yoshidachiyo		沖縄県小平市天神島42丁目27番7号 シャルム西関宿072	2024/08/21	O+	99
Fonseca	(Decimal('71.485780'), Decimal('-4.829632'))	89764032150	Giovanna Marques	vitoria52@yahoo.com.br	1950		maria-luisa12	1950-09-21	"Praça Carvalho, 13
Granja Werneck
69939-784 Garcia / MA"	2020/05/19	A+	649
Campos, Park and Adams	(Decimal('27.9938865'), Decimal('84.884307'))	029-70-2478	James Murphy	andrew15@yahoo.com	1105		icunningham	1951-07-09	"2262 Adams Islands Apt. 675
Port Tinaburgh, KS 49358"	2020-06-27	A-	565
Oestrovsky Fechner OHG mbH	(Decimal('-46.736460'), Decimal('-136.683480'))	549-10-2871	Kunigunde Speer B.Sc.	joerg02@googlemail.com	957		vschmiedt		"Darius-Schenk-Weg 54
84094 Hamburg"	2019-02-19	AB-	200
Pastor S/A	(Decimal('-86.2517525'), Decimal('137.610242'))	34126059725	Davi Miguel Cassiano	mouravitoria@bol.com.br	503		rafaelasilva	1934-09-17	"Fazenda de Montenegro, 3
Serrano
05074-551 Viana / MA"	14 Jan 2025	B-	261
Christensen-Cox	(Decimal('-62.8148785'), Decimal('38.090872'))	675-78-3213	Ms. Katie Cooper	aaronrichardson@gmail.com	604		harrisjennifer		"37351 Jamie Cliffs
Loganfort, NE 36806"	2020-04-20	B+	309
Ingram-Waller	(Decimal('78.9343465'), Decimal('30.786115'))	582-02-1314	Michele Garcia MD	rmorris@gmail.com	711		caldwellchristina	1934-03-25	"USNS Ross
FPO AA 10164"	2021-01-14	O-	84
Totino, Sgalambro e Malipiero s.r.l.	(Decimal('28.862169'), Decimal('-32.344829'))	LTRFRC35D70B444S	Rita Garobbio	luigina46@gmail.com	333		pierluigialbertini	1983-08-25	"Piazza Pellegrino, 262 Piano 1
56024, Corazzano (PI)"	2025-04-25	O-	568
有限会社斎藤建設	(Decimal('-29.6992945'), Decimal('59.117755'))	481-55-4111	佐藤 陽一	satoyuki@gmail.com	1027		mikisato	2005-06-25	岡山県新島村西関宿38丁目20番19号 睦アーバン173	2018-12-10	O+	354
Mcdonald and Sons	(Decimal('13.8446105'), Decimal('-100.070456'))	504-25-7140	Kelly Gonzalez	qramirez@hotmail.com	200		beckyjohnson		"Unit 5349 Box 0375
DPO AA 81332"	2020/05/19	O+	590
Giradello-Tiepolo e figli	(Decimal('-74.6621345'), Decimal('121.976465'))	LMGNNS59H15B935R	Bettina Anguissola	ramona15@hotmail.it	1214		vmastroianni	1915-03-26		02/15/2019, 00:00:00	AB+	379
Ceschi-Caccioppoli SPA	(Decimal('-56.628020'), Decimal('-103.360844'))	TRVLRA29S06D531Q	Sig. Ubaldo Littizzetto	fusanidonatello@vodafone.it	1058		kborghese	1910-07-18	"Via Amadeo, 982 Piano 3
90146, Cruillas (PA)"	2019/11/21	A-	459
Glover-Tanner	(Decimal('-34.549751'), Decimal('-108.334516'))	212-85-7560	Mike Dalton	chad13@yahoo.com	894		ghernandez	2000-10-05		29 Jul 2025	A-	642
Mastandrea-Andreotti s.r.l.	(Decimal('-14.758838'), Decimal('-122.434431'))	BCCRSN60B23D216T	Roberta Esposito-Baggio	tbernini@live.com	2180		violarosario	2001-06-01		2024/11/26	B+	131
中村電気株式会社		077-66-6432	高橋 直子	hanako91@hotmail.com	1487		inouerei		岡山県長生郡白子町東浅草14丁目2番12号	02 Feb 2023	A+	590
Contrafatto-Spinola e figli	(Decimal('47.556113'), Decimal('-6.545157'))	PLLNDA49A06A096T	Sig. Pellegrino Marsili	lillatorlonia@hotmail.it	484		mircocarosone	1925-01-17	"Via Comencini, 96
00159, Roma (RM)"	2019/07/09	A-	465
Porto	(Decimal('-87.4574665'), Decimal('-14.526503'))	23487590638	Agatha Cardoso	ida-rosa@bol.com.br	118		luiz-fernandomelo	2025-08-09	"Residencial de Nascimento
Pindorama
74087780 Carvalho / AM"	03/13/2024, 00:00:00	A+	233
da Luz da Mota Ltda.	(Decimal('39.7476655'), Decimal('79.600663'))	35847910223	Dr. Gustavo Carvalho	ldas-neves@ig.com.br	1572		lopeselisa			2020-03-01	AB-	198
有限会社佐々木保険	(Decimal('70.977746'), Decimal('-76.650306'))	712-82-7128	渡辺 康弘	tshimizu@gmail.com	2066		lokada	1931-04-06	愛知県横浜市港北区東浅草24丁目5番14号	2023-07-22	AB-	253
Bignardi-Mastandrea Group	(Decimal('-5.4905385'), Decimal('-13.016522'))	LSSTTV31A43D766T	Giulietta Scarponi	luciacagnotto@vodafone.it	1370		tiepologuido	1934-05-26	"Rotonda Monti, 57 Appartamento 14
89056, Santa Cristina D'Aspromonte (RC)"	2024-01-28	B-	630
Moschino-Bulzoni SPA	(Decimal('-44.9905945'), Decimal('18.512072'))	NNLRMN38M11L729O	Pier Renault	ciminilara@tiscali.it	310		deperocirillo	1955-06-15	"Vicolo Alighieri, 37
40067, Rastignano (BO)"	2018-10-02	B-	244
Guerra	(Decimal('-40.468321'), Decimal('-115.832018'))	93012675434	Ravi Lucca Fogaça	camilada-luz@yahoo.com.br	1225		aragaohelena	1924-09-11	"Estrada de Moraes, 74
Morro Dos Macacos
68639-537 Pimenta do Sul / RS"	2025-08-01	B+	260
Gnatz Gehringer OHG mbH	(Decimal('-18.2886495'), Decimal('-134.295457'))	507-15-0132	Ing. Jakob Säuberlich	fredi87@gmx.de	338		eugenie58	1929-03-13	"Koch IIstraße 37/10
65128 Eisenhüttenstadt"	2022/01/01	O+	639
Dobes Nerger AG & Co. OHG	(Decimal('-4.6050615'), Decimal('-83.822661'))	739-48-7539	Tibor Köster	schweitzercornelia@gmx.de	1667		heintzechristos	1960-10-16	"Hentschelplatz 6740
61444 Herzberg"	22 Nov 2022	B+	420
Barton, Graham and Boyd	(Decimal('-14.7568585'), Decimal('156.218688'))	046-15-0451	Sharon Henderson	rpetersen@gmail.com	1129		williamkennedy	2002-01-07	"6060 Jasmine Curve
Stevechester, TX 41943"	2024/11/05	A-	691
Marques Ltda.	(Decimal('-52.3456005'), Decimal('-37.317906'))	80176935401	Lunna Oliveira	maria-sophiafonseca@ig.com.br	1515		alexiasa	1955-11-03		2020/05/28	AB-	618
Caldeira	(Decimal('-12.391576'), Decimal('-71.932986'))	92780361530	João Lucas da Cruz	pereirathales@yahoo.com.br	1310		heloisa18		"Pátio Gomes, 76
Vila Mangueiras
64424934 Castro / RO"	05/21/2022, 00:00:00	A-	201
Hornig	(Decimal('-51.058927'), Decimal('-73.784799'))	520-84-5146	Lieschen Bien-Schmidt	zroemer@googlemail.com	1567		eigenwilligadelinde	1962-08-01		13 Jan 2020	A-	367
Abreu	(Decimal('57.0756605'), Decimal('54.470642'))	35291746882	Marina Pastor	da-conceicaojose@yahoo.com.br	408		natalia98			2022-06-07	B+	623
Moore LLC	(Decimal('-2.008831'), Decimal('-13.006131'))	698-44-3449	Justin Gonzalez	abigailhansen@gmail.com	2175		beanbrett		"06698 Warner Knolls
Debraside, MP 26165"	22 Mar 2024	A-	7
Winkler KG	(Decimal('59.2412435'), Decimal('-33.695862'))	710-59-4442	Dennis Davids	gottfried74@web.de	97		ernstjeanette	1959-09-03	"Jann-Weller-Platz 8
74662 Mellrichstadt"	04/12/2024, 00:00:00	O-	41
佐藤鉱業株式会社	(Decimal('48.827716'), Decimal('-158.118672'))	407-55-0691	池田 翔太	pmaeda@hotmail.com	294		takahashikyosuke		宮城県狛江市明石町11丁目11番6号 アーバン丹勢939	2023-03-27	A-	402
Cassiano	(Decimal('-39.9077935'), Decimal('175.504858'))	82496570120	Sophia Lopes	raviviana@gmail.com	1823		emilly31		"Setor de Gonçalves, 38
Milionario
80337-366 Nascimento / PE"	06/24/2021, 00:00:00	AB-	603
Morris Ltd	(Decimal('72.2227615'), Decimal('-176.877048'))	797-07-5670	Bryan Hudson	murphyapril@hotmail.com	1445		josephmiller		"49174 Catherine Land Suite 595
West Richard, MD 66239"	14 Apr 2024	B-	312
Satriani e figli	(Decimal('29.384544'), Decimal('-142.812397'))	NDRRTR31T60E188J	Amanda Giannuzzi	stefanierrigo@hotmail.it	1276		gianpietrocolumbo	2006-02-09	"Rotonda Lorenzo, 51 Piano 4
10075, Mathi (TO)"	20 Jul 2020	A+	312
木村農林合同会社	(Decimal('-73.231028'), Decimal('-149.264658'))	660-10-7854	太田 春香	chiyofukuda@yahoo.com	1904		vishii		茨城県利島村大京町24丁目5番12号	07/04/2024, 00:00:00	B+	658
Tamburi Group	(Decimal('41.372042'), Decimal('60.005606'))	NBLCML55M24C496I	Annalisa Gagliardi-Canetta	bartolomeopace@fastwebnet.it	1316		rosarioscarponi	1947-11-23	"Borgo Sandro, 992
41019, Limidi (MO)"	2023/10/03	A+	439
Pimenta - ME	(Decimal('-21.3748415'), Decimal('46.067718'))	43985170223	Luiza Cirino	jrezende@gmail.com	1844		davi-luiz54	1926-06-19	"Viaduto Thomas Camargo, 991
Vila Sesc
50083-137 da Conceição de Minas / RO"	26 Jun 2019	O-	626
合同会社山田運輸	(Decimal('-67.136078'), Decimal('-35.895503'))	541-75-9578	鈴木 陽子	taroyamashita@yahoo.com	1555		maaya08	1930-08-01	岩手県鴨川市浅草40丁目23番5号 松石ハイツ934	2025/03/02	O+	374
Rezende		96352170803	Renan Ramos	rhavi04@yahoo.com.br	2168		luiz-fernando16	1986-03-27	"Viaduto de Farias, 82
Vila Madre Gertrudes 1ª Seção
44708-382 Santos de Goiás / RO"	2024-06-22	A-	358
Klapp AG	(Decimal('-21.6790825'), Decimal('-76.551935'))	586-92-9728	Damaris Hoffmann-Hamann	yhiller@aol.de	1050		jreuter	1927-10-14	"Schmidtkeweg 1-1
06947 Staßfurt"	30 Jul 2021	AB-	559
Segni, Tamburi e Duodo e figli	(Decimal('-44.9765515'), Decimal('-25.765452'))	LMGSBL04M10M272K	Federica Faranda	saveriomanacorda@tele2.it	1911		durantepedroni	1919-03-03	"Stretto Mantegna, 64
50132, Firenze (FI)"	11/19/2020, 00:00:00	A+	595
Ritacca, Modiano e Gabbana s.r.l.	(Decimal('36.506175'), Decimal('-136.502588'))	TMBLPN71P60H893T	Ubaldo Zanazzo	donatella50@outlook.com	2174		bborzomi	1990-05-09		11/28/2020, 00:00:00	B-	61
Morrocco-Troisi e figli	(Decimal('-45.919657'), Decimal('163.267132'))	PZZVLT34L19A749S	Marcantonio Mancini	fogazzarodonato@virgilio.it	190		gbuonauro			12/18/2020, 00:00:00	AB-	503
Bush, Hall and Perez	(Decimal('-10.265477'), Decimal('-137.387145'))	204-69-4749	Kevin Pena	barreramary@hotmail.com	2044		sierra50			05 Feb 2022	B+	73
Antonello, Borroni e Chiaramonte SPA	(Decimal('-70.9163035'), Decimal('29.212981'))	STTSLO33L15E999I	Martino Cammarata	priulifulvio@fastwebnet.it	2133		jrizzo	1987-11-14	"Stretto Melina, 61
20838, Renate (MB)"	2019/01/27	B+	687
Stolze Döhn OHG mbH	(Decimal('52.408876'), Decimal('140.218062'))	161-59-8679	Karl Nerger	william11@yahoo.de	948		yernst		"Holtstraße 645
66365 Heiligenstadt"	2020-05-15	A-	166
Cain Group		247-55-0878	Kimberly Stanley	hendersonchristopher@yahoo.com	2055		shunt			2020/03/22	B-	596
Ferraris, Gigli e Scialpi Group	(Decimal('16.550372'), Decimal('59.087986'))	LBLLDI95D20F348C	Sig.ra Marina Gabba	fornaciarimonica@tiscali.it	1984		respighinino	1934-07-18	"Vicolo Fantini, 1 Appartamento 12
29019, San Giorgio Piacentino (PC)"	2020-03-10	O+	31
株式会社坂本情報	(Decimal('-85.901032'), Decimal('165.835224'))	535-17-7404	森 明美	nakajimakyosuke@yahoo.com	136		wsaito	1964-09-13	岡山県清瀬市卯の里6丁目7番2号 シティ方京616	08/03/2021, 00:00:00	B+	125
Naser	(Decimal('-52.300541'), Decimal('-168.112929'))	731-76-0545	Zbigniew Ullmann	etzlermanfred@hotmail.de	1091		weissguelay	2018-08-21	"Hethurweg 3/9
92220 Burg"	2020/11/16	AB+	465
Burnett, Valenzuela and Gay	(Decimal('87.1484785'), Decimal('29.830444'))	509-46-2975	Michelle Wells	john49@yahoo.com	35		timothy63		"Unit 5059 Box 9696
DPO AA 63666"	2022/10/27	O-	376
Hardy, Keller and Johnson		550-66-9971	Sara Gibson	harryzavala@hotmail.com	1537		alexisgillespie		"48473 Matthew Greens Suite 571
Jennychester, DC 84118"	2024-07-25	B-	639
Tagliafierro-Ferrari e figli	(Decimal('-82.436768'), Decimal('-155.858765'))	LBNLSS28C22A574Q	Ivan Finzi-Duodo	fieramoscadina@gmail.com	1206		tedescolilla		"Stretto Raurica, 659 Piano 1
54010, Podenzana (MS)"	28 Jul 2021	A-	616
Sanudo s.r.l.	(Decimal('47.4349075'), Decimal('-111.441116'))	GHUMRD51E30C836X	Margherita Zanzi	psolimena@tim.it	1408		zstefanelli		"Strada Dino, 47 Piano 9
73028, Otranto (LE)"	2022-01-02	AB+	418
藤井銀行合同会社	(Decimal('68.1411155'), Decimal('-67.361228'))	871-52-2370	福田 明美	takumamatsuda@gmail.com	1599		asuka29	1991-07-26		2019/04/20	A-	174
Luna, Merritt and Johnson	(Decimal('-61.1617535'), Decimal('-86.452363'))	315-73-6859	Donna Butler	tammie59@hotmail.com	1109		kellykatherine		"41578 Lawson Alley
North Jeremy, PR 15022"	2019/08/27	AB+	25
Keudel Fechner KG	(Decimal('-66.676561'), Decimal('119.868959'))	416-42-6133	Univ.Prof. Elvira Gröttner B.Sc.	franz-josef44@googlemail.com	1244		wilmsthekla		"Isidor-Mielcarek-Gasse 85-17
43576 Spremberg"	2023/03/25	AB-	317
Caffarelli e figli	(Decimal('-16.932814'), Decimal('-71.124802'))	LBRGLI60B05A600X	Chiara Trentin-Tacchini	armando08@libero.it	1186		ntoldo	2014-04-07		07/13/2019, 00:00:00	O+	577
Lima	(Decimal('76.1748455'), Decimal('-134.722356'))	80261794396	João Vitor Sousa	martinsrebeca@ig.com.br	288		pachecohenrique		"Viela Larissa Silva, 32
Cenaculo
81337973 da Paz / RS"	07/02/2019, 00:00:00	AB+	202
Pohl AG & Co. KGaA	(Decimal('-65.6275185'), Decimal('-77.736520'))	928-10-4878	Gotthard Rust	odoering@web.de	1568		patrik43		"Janko-Scholtz-Weg 4-3
77523 Luckau"	2020/03/26	O-	79
da Rosa	(Decimal('50.1004875'), Decimal('-116.347355'))	86205714353	Sr. Léo Cirino	davi-lucca42@gmail.com	791		theoda-conceicao	1974-06-09		07 Oct 2021	A+	353
Cavalcanti	(Decimal('-30.750488'), Decimal('-114.161679'))	48395261764	Isabelly Dias	nda-cunha@hotmail.com	1578		diasana-laura		"Estação Antony Moraes, 28
São Jorge 1ª Seção
89033-474 Fonseca / AC"	01/23/2022, 00:00:00	O+	449
Mason, Smith and Butler	(Decimal('-47.8114885'), Decimal('-77.939343'))	730-97-5506	Cindy Dixon	tranchristina@yahoo.com	1294		smithdeborah	1941-04-11	"59654 James Isle
Hillbury, FL 94074"	16 Sep 2022	B+	629
Vollbrecht Mude GmbH	(Decimal('72.6250555'), Decimal('-52.706524'))	789-63-7557	Helmut Juncken B.Sc.	marieleholsten@yahoo.de	1228		seberth		"Hans-Dieter-Thies-Allee 5/9
13782 Ludwigslust"	02/27/2020, 00:00:00	AB+	287
Barozzi Group	(Decimal('-69.207114'), Decimal('162.380619'))	PSCGSR94A52C201A	Gianfrancesco Bembo	epincherle@hotmail.com	2135		ufederico		"Incrocio Pagnotto, 20 Appartamento 7
23886, Colle Brianza (LC)"	13 Mar 2021	A+	399
斉藤通信有限会社	(Decimal('54.8388315'), Decimal('129.517636'))	631-50-9428	木村 さゆり	kazuya45@hotmail.com	28		maayayamaguchi		茨城県横浜市都筑区鳥越40丁目8番17号	2019-10-27	A-	193
株式会社小川水産	(Decimal('46.0508995'), Decimal('116.286542'))	020-12-7451	佐藤 七夏	nakagawataro@gmail.com	1280		kanayamamoto		鹿児島県横浜市瀬谷区大京町24丁目12番16号 コーポ日本堤750	10/17/2023, 00:00:00	B+	341
藤田ガス株式会社	(Decimal('51.149977'), Decimal('-3.522220'))	461-75-5080	鈴木 明美	yukimatsumoto@gmail.com	1048		dyamamoto		福島県鎌ケ谷市九段南23丁目4番12号 アーバン松が谷862	19 Oct 2018	A+	487
Eberhardt	(Decimal('0.7227415'), Decimal('-36.732778'))	545-03-2740	Rose-Marie Seip B.Eng.	wweiss@yahoo.de	1162		ceciliahiller		"Solveig-Juncken-Platz 81-18
54690 Eckernförde"	2024-09-24	AB-	476
株式会社橋本ガス	(Decimal('-26.865661'), Decimal('-56.458271'))	307-18-6178	山口 充	yosukenakajima@hotmail.com	1299		akimura		福岡県大島町北上野8丁目14番18号	09/25/2019, 00:00:00	O+	39
Clarke Inc	(Decimal('-52.7365475'), Decimal('142.547012'))	771-46-6627	Keith Thompson	christinahaas@yahoo.com	1691		andrew55		"20817 Katrina Greens
South Richard, KS 59332"	15 Oct 2022	O-	690
Kruschwitz	(Decimal('-0.9224585'), Decimal('136.403340'))	069-78-7459	Herr Helge Bonbach B.A.	seimer@yahoo.de	1159		kirsten53	1945-04-16	"Döhnstraße 2350
95912 Eisenberg"	01/05/2019, 00:00:00	AB+	73
Dussen van	(Decimal('72.889388'), Decimal('-109.763739'))	225-53-9200	Ing. Sigrid Rogge	heydrichjasmina@hotmail.de	691		weinholdhedi	1928-01-24		04/25/2023, 00:00:00	A-	462
山下建設有限会社	(Decimal('-56.8163445'), Decimal('-166.483691'))	691-49-5633	西村 明美	kaoki@gmail.com	27		shota18	1913-05-30	沖縄県長生郡長生村外国府間40丁目10番15号 筑土八幡町アーバン395	15 Sep 2023	B+	24
Aulenti, Pedrazzini e Avogadro e figli	(Decimal('5.624035'), Decimal('-165.793410'))	GRCCLR94A71E899Q	Dino Montanari	giada12@tim.it	1864		gianpietroziani	1916-04-08	"Via Iannuzzi, 583
04100, Fogliano (LT)"	10/01/2021, 00:00:00	AB+	627
Porzio, Bersani e Iannotti s.r.l.	(Decimal('81.925970'), Decimal('122.717195'))	GROFMM59S05B955J	Pietro Garzoni	eva11@vodafone.it	98		maurizioseddio	2016-08-19	"Viale Tiziana, 48
00068, Rignano Flaminio (RM)"	2020-02-25	A-	207
佐藤通信有限会社	(Decimal('-5.0129075'), Decimal('-102.282950'))	895-87-1163	池田 智也	miturusaito@hotmail.com	155		naoki38	1984-09-10	静岡県長生郡睦沢町津久戸町12丁目5番14号 台場シャルム120	08 May 2021	O+	505
Anguillara-Branciforte Group		MTTGTN16H66C638L	Venancio Giammusso	xtozzo@gmail.com	1755		sollimaserena	1952-06-02	"Strada Fedele, 26 Piano 4
90144, Palermo (PA)"	01/16/2022, 00:00:00	O-	547
Vasconcelos Pinto S.A.	(Decimal('14.541047'), Decimal('-157.654207'))	75321894060	Mirella Montenegro	davimoraes@yahoo.com.br	1066		leonardomendonca			01/17/2019, 00:00:00	A-	369
有限会社中村ガス	(Decimal('45.8216205'), Decimal('77.327430'))	898-32-4723	清水 裕樹	kumikogoto@gmail.com	1856		isuzuki		鳥取県昭島市土呂部3丁目17番15号	12 May 2022	A+	383
Lussu Group	(Decimal('-43.496485'), Decimal('-17.082105'))	PZZTTV05P49C313A	Raffaella Molesini	vbottaro@alice.it	2017		gabbaeraldo			2022/04/16	B-	697
株式会社村上印刷	(Decimal('-75.449551'), Decimal('-172.750398'))	347-80-4866	岡田 聡太郎	mituru57@yahoo.com	1379		fujiiosamu		青森県多摩市鳥越34丁目19番1号 ハイツ横林626	13 Nov 2023	B-	649
Gnatz GmbH & Co. KG	(Decimal('14.509487'), Decimal('173.443232'))	285-75-4869	Sergei Beer	aklingelhoefer@hotmail.de	1987		ptrueb	2007-07-07	"Buchholzweg 7/1
98094 Güstrow"	2022-08-06	AB-	12
Mckenzie, Sharp and Oliver	(Decimal('30.2086855'), Decimal('7.877790'))	892-38-4871	John Burns	hillrebecca@gmail.com	2058		montoyajamie	1970-02-19	"098 Juarez Stravenue
Herrerashire, KY 02454"	13 Nov 2024	AB+	572
Siqueira	(Decimal('-15.920418'), Decimal('-135.994165'))	87164923582	Dra. Lívia Caldeira	nicolas21@gmail.com	1759		gda-cunha	2008-03-02	"Trecho Duarte
Beija Flor
76048415 Garcia / MT"	2022-05-15	AB+	256
Myers, Watts and Spencer	(Decimal('51.062001'), Decimal('73.194753'))	428-10-8113	Joel Hall	huntersteven@hotmail.com	1509		fmontoya		"PSC 8400, Box 4722
APO AA 52690"	05/18/2019, 00:00:00	AB+	480
